year,round,round_name,winning_seed,losing_seed,matchup,upset,winning_team,losing_team
1999,2,Round of 32,13,5,5_vs_13,1,1328,1150
1999,2,Round of 32,10,2,2_vs_10,1,1345,1274
1999,2,Round of 32,6,3,3_vs_6,1,1396,1153
1999,3,Sweet 16,1,5,1_vs_5,0,1163,1234
1999,3,Sweet 16,10,6,6_vs_10,1,1211,1196
1999,3,Sweet 16,4,1,1_vs_4,1,1326,1120
1999,3,Sweet 16,3,2,2_vs_3,1,1385,1268
1999,3,Sweet 16,1,12,1_vs_12,0,1181,1283
1999,3,Sweet 16,3,10,3_vs_10,0,1246,1275
1999,3,Sweet 16,1,13,1_vs_13,0,1277,1328
1999,3,Sweet 16,6,10,6_vs_10,0,1396,1345
1999,4,Elite 8,1,10,1_vs_10,0,1163,1211
1999,4,Elite 8,4,3,3_vs_4,1,1326,1385
1999,4,Elite 8,1,6,1_vs_6,0,1181,1396
1999,4,Elite 8,1,3,1_vs_3,0,1277,1246
1999,5,Final Four,1,4,1_vs_4,0,1163,1326
1999,5,Final Four,1,1,1_vs_1,0,1181,1277
1999,6,Championship,1,1,1_vs_1,0,1163,1181
2000,1,Round of 64,1,16,1_vs_16,0,1112,1238
2000,1,Round of 64,7,10,7_vs_10,0,1120,1166
2000,1,Round of 64,10,7,7_vs_10,1,1211,1257
2000,1,Round of 64,2,15,2_vs_15,0,1235,1148
2000,1,Round of 64,5,12,5_vs_12,0,1246,1382
2000,1,Round of 64,4,13,4_vs_13,0,1261,1369
2000,1,Round of 64,3,14,3_vs_14,0,1268,1233
2000,1,Round of 64,1,16,1_vs_16,0,1277,1434
2000,1,Round of 64,3,14,3_vs_14,0,1328,1457
2000,1,Round of 64,6,11,6_vs_11,0,1345,1173
2000,1,Round of 64,2,15,2_vs_15,0,1385,1319
2000,1,Round of 64,4,13,4_vs_13,0,1393,1359
2000,1,Round of 64,5,12,5_vs_12,0,1400,1232
2000,1,Round of 64,6,11,6_vs_11,0,1417,1123
2000,1,Round of 64,8,9,8_vs_9,0,1428,1387
2000,1,Round of 64,8,9,8_vs_9,0,1458,1201
2000,1,Round of 64,2,15,2_vs_15,0,1153,1423
2000,1,Round of 64,5,12,5_vs_12,0,1163,1429
2000,1,Round of 64,1,16,1_vs_16,0,1181,1249
2000,1,Round of 64,5,12,5_vs_12,0,1196,1139
2000,1,Round of 64,4,13,4_vs_13,0,1228,1335
2000,1,Round of 64,8,9,8_vs_9,0,1242,1177
2000,1,Round of 64,6,11,6_vs_11,0,1274,1116
2000,1,Round of 64,8,9,8_vs_9,0,1314,1281
2000,1,Round of 64,3,14,3_vs_14,0,1326,1111
2000,1,Round of 64,3,14,3_vs_14,0,1329,1220
2000,1,Round of 64,11,6,6_vs_11,1,1337,1231
2000,1,Round of 64,10,7,7_vs_10,1,1371,1332
2000,1,Round of 64,1,16,1_vs_16,0,1390,1354
2000,1,Round of 64,2,15,2_vs_15,0,1396,1248
2000,1,Round of 64,4,13,4_vs_13,0,1397,1418
2000,1,Round of 64,7,10,7_vs_10,0,1409,1424
2000,2,Round of 32,10,2,2_vs_10,1,1211,1385
2000,2,Round of 32,2,7,2_vs_7,0,1235,1120
2000,2,Round of 32,4,5,4_vs_5,0,1261,1400
2000,2,Round of 32,1,8,1_vs_8,0,1277,1428
2000,2,Round of 32,6,3,3_vs_6,1,1345,1328
2000,2,Round of 32,4,5,4_vs_5,0,1393,1246
2000,2,Round of 32,6,3,3_vs_6,1,1417,1268
2000,2,Round of 32,8,1,1_vs_8,1,1458,1112
2000,2,Round of 32,1,8,1_vs_8,0,1181,1242
2000,2,Round of 32,5,4,4_vs_5,1,1196,1228
2000,2,Round of 32,6,3,3_vs_6,1,1274,1326
2000,2,Round of 32,8,1,1_vs_8,1,1314,1390
2000,2,Round of 32,3,11,3_vs_11,0,1329,1337
2000,2,Round of 32,10,2,2_vs_10,1,1371,1396
2000,2,Round of 32,4,5,4_vs_5,0,1397,1163
2000,2,Round of 32,7,2,2_vs_7,1,1409,1153
2000,3,Sweet 16,2,6,2_vs_6,0,1235,1417
2000,3,Sweet 16,1,4,1_vs_4,0,1277,1393
2000,3,Sweet 16,6,10,6_vs_10,0,1345,1211
2000,3,Sweet 16,8,4,4_vs_8,1,1458,1261
2000,3,Sweet 16,5,1,1_vs_5,1,1196,1181
2000,3,Sweet 16,8,4,4_vs_8,1,1314,1397
2000,3,Sweet 16,3,10,3_vs_10,0,1329,1371
2000,3,Sweet 16,7,6,6_vs_7,1,1409,1274
2000,4,Elite 8,1,2,1_vs_2,0,1277,1235
2000,4,Elite 8,8,6,6_vs_8,1,1458,1345
2000,4,Elite 8,5,3,3_vs_5,1,1196,1329
2000,4,Elite 8,8,7,7_vs_8,1,1314,1409
2000,5,Final Four,5,8,5_vs_8,0,1196,1314
2000,5,Final Four,1,8,1_vs_8,0,1277,1458
2000,6,Championship,1,5,1_vs_5,0,1277,1196
2001,1,Round of 64,3,14,3_vs_14,0,1130,1381
2001,1,Round of 64,5,12,5_vs_12,0,1153,1140
2001,1,Round of 64,1,16,1_vs_16,0,1181,1284
2001,1,Round of 64,10,7,7_vs_10,1,1207,1116
2001,1,Round of 64,11,6,6_vs_11,1,1209,1458
2001,1,Round of 64,15,2,2_vs_15,1,1214,1235
2001,1,Round of 64,7,10,7_vs_10,0,1234,1166
2001,1,Round of 64,13,4,4_vs_13,1,1245,1231
2001,1,Round of 64,2,15,2_vs_15,0,1246,1221
2001,1,Round of 64,3,14,3_vs_14,0,1268,1206
2001,1,Round of 64,9,8,8_vs_9,0,1281,1208
2001,1,Round of 64,9,8,8_vs_9,0,1386,1210
2001,1,Round of 64,1,16,1_vs_16,0,1390,1422
2001,1,Round of 64,4,13,4_vs_13,0,1417,1220
2001,1,Round of 64,6,11,6_vs_11,0,1425,1329
2001,1,Round of 64,12,5,5_vs_12,1,1429,1326
2001,1,Round of 64,2,15,2_vs_15,0,1112,1183
2001,1,Round of 64,10,7,7_vs_10,1,1139,1448
2001,1,Round of 64,9,8,8_vs_9,0,1150,1397
2001,1,Round of 64,3,14,3_vs_14,0,1196,1443
2001,1,Round of 64,9,8,8_vs_9,0,1201,1143
2001,1,Round of 64,12,5,5_vs_12,1,1211,1438
2001,1,Round of 64,1,16,1_vs_16,0,1228,1322
2001,1,Round of 64,13,4,4_vs_13,1,1232,1328
2001,1,Round of 64,4,13,4_vs_13,0,1242,1169
2001,1,Round of 64,1,16,1_vs_16,0,1277,1106
2001,1,Round of 64,3,14,3_vs_14,0,1279,1233
2001,1,Round of 64,2,15,2_vs_15,0,1314,1343
2001,1,Round of 64,6,11,6_vs_11,0,1323,1462
2001,1,Round of 64,7,10,7_vs_10,0,1336,1344
2001,1,Round of 64,5,12,5_vs_12,0,1393,1218
2001,1,Round of 64,11,6,6_vs_11,1,1396,1400
2001,2,Round of 32,5,13,5_vs_13,0,1153,1245
2001,2,Round of 32,1,9,1_vs_9,0,1181,1281
2001,2,Round of 32,10,15,10_vs_15,0,1207,1214
2001,2,Round of 32,2,7,2_vs_7,0,1246,1234
2001,2,Round of 32,3,11,3_vs_11,0,1268,1209
2001,2,Round of 32,1,9,1_vs_9,0,1390,1386
2001,2,Round of 32,4,12,4_vs_12,0,1417,1429
2001,2,Round of 32,6,3,3_vs_6,1,1425,1130
2001,2,Round of 32,2,10,2_vs_10,0,1112,1139
2001,2,Round of 32,12,13,12_vs_13,0,1211,1232
2001,2,Round of 32,1,9,1_vs_9,0,1228,1150
2001,2,Round of 32,4,5,4_vs_5,0,1242,1393
2001,2,Round of 32,1,9,1_vs_9,0,1277,1201
2001,2,Round of 32,3,6,3_vs_6,0,1279,1323
2001,2,Round of 32,7,2,2_vs_7,1,1336,1314
2001,2,Round of 32,11,3,3_vs_11,1,1396,1196
2001,3,Sweet 16,1,4,1_vs_4,0,1181,1417
2001,3,Sweet 16,3,10,3_vs_10,0,1268,1207
2001,3,Sweet 16,1,5,1_vs_5,0,1390,1153
2001,3,Sweet 16,6,2,2_vs_6,1,1425,1246
2001,3,Sweet 16,2,3,2_vs_3,0,1112,1279
2001,3,Sweet 16,1,4,1_vs_4,0,1228,1242
2001,3,Sweet 16,1,12,1_vs_12,0,1277,1211
2001,3,Sweet 16,11,7,7_vs_11,1,1396,1336
2001,4,Elite 8,1,6,1_vs_6,0,1181,1425
2001,4,Elite 8,3,1,1_vs_3,1,1268,1390
2001,4,Elite 8,2,1,1_vs_2,1,1112,1228
2001,4,Elite 8,1,11,1_vs_11,0,1277,1396
2001,5,Final Four,2,1,1_vs_2,1,1112,1277
2001,5,Final Four,1,3,1_vs_3,0,1181,1268
2001,6,Championship,1,2,1_vs_2,0,1181,1112
2002,1,Round of 64,2,15,2_vs_15,0,1104,1194
2002,1,Round of 64,3,14,3_vs_14,0,1112,1364
2002,1,Round of 64,1,16,1_vs_16,0,1181,1457
2002,1,Round of 64,5,12,5_vs_12,0,1231,1428
2002,1,Round of 64,1,16,1_vs_16,0,1242,1221
2002,1,Round of 64,10,7,7_vs_10,1,1245,1329
2002,1,Round of 64,4,13,4_vs_13,0,1246,1434
2002,1,Round of 64,12,5,5_vs_12,1,1281,1274
2002,1,Round of 64,8,9,8_vs_9,0,1323,1150
2002,1,Round of 64,4,13,4_vs_13,0,1326,1172
2002,1,Round of 64,2,15,2_vs_15,0,1332,1285
2002,1,Round of 64,8,9,8_vs_9,0,1390,1443
2002,1,Round of 64,12,5,5_vs_12,1,1409,1266
2002,1,Round of 64,13,4,4_vs_13,1,1423,1425
2002,1,Round of 64,7,10,7_vs_10,0,1448,1337
2002,1,Round of 64,11,6,6_vs_11,1,1461,1211
2002,1,Round of 64,6,11,6_vs_11,0,1143,1335
2002,1,Round of 64,1,16,1_vs_16,0,1153,1131
2002,1,Round of 64,2,15,2_vs_15,0,1163,1214
2002,1,Round of 64,12,5,5_vs_12,1,1166,1196
2002,1,Round of 64,3,14,3_vs_14,0,1208,1293
2002,1,Round of 64,4,13,4_vs_13,0,1228,1361
2002,1,Round of 64,1,16,1_vs_16,0,1268,1373
2002,1,Round of 64,3,14,3_vs_14,0,1280,1270
2002,1,Round of 64,7,10,7_vs_10,0,1301,1277
2002,1,Round of 64,2,15,2_vs_15,0,1328,1227
2002,1,Round of 64,3,14,3_vs_14,0,1338,1148
2002,1,Round of 64,11,6,6_vs_11,1,1356,1403
2002,1,Round of 64,6,11,6_vs_11,0,1400,1130
2002,1,Round of 64,8,9,8_vs_9,0,1417,1279
2002,1,Round of 64,8,9,8_vs_9,0,1458,1385
2002,1,Round of 64,7,10,7_vs_10,0,1462,1218
2002,2,Round of 32,3,11,3_vs_11,0,1112,1461
2002,2,Round of 32,1,8,1_vs_8,0,1181,1323
2002,2,Round of 32,5,13,5_vs_13,0,1231,1423
2002,2,Round of 32,1,8,1_vs_8,0,1242,1390
2002,2,Round of 32,10,2,2_vs_10,1,1245,1104
2002,2,Round of 32,4,12,4_vs_12,0,1246,1409
2002,2,Round of 32,12,4,4_vs_12,1,1281,1326
2002,2,Round of 32,2,7,2_vs_7,0,1332,1448
2002,2,Round of 32,2,7,2_vs_7,0,1163,1301
2002,2,Round of 32,4,12,4_vs_12,0,1228,1166
2002,2,Round of 32,1,8,1_vs_8,0,1268,1458
2002,2,Round of 32,2,7,2_vs_7,0,1328,1462
2002,2,Round of 32,3,6,3_vs_6,0,1338,1143
2002,2,Round of 32,11,3,3_vs_11,1,1356,1208
2002,2,Round of 32,6,3,3_vs_6,1,1400,1280
2002,2,Round of 32,8,1,1_vs_8,1,1417,1153
2002,3,Sweet 16,5,1,1_vs_5,1,1231,1181
2002,3,Sweet 16,10,3,3_vs_10,1,1245,1338
2002,3,Sweet 16,12,8,8_vs_12,1,1281,1417
2002,3,Sweet 16,2,3,2_vs_3,0,1328,1112
2002,3,Sweet 16,2,11,2_vs_11,0,1163,1356
2002,3,Sweet 16,1,4,1_vs_4,0,1242,1228
2002,3,Sweet 16,1,4,1_vs_4,0,1268,1246
2002,3,Sweet 16,2,6,2_vs_6,0,1332,1400
2002,4,Elite 8,5,10,5_vs_10,0,1231,1245
2002,4,Elite 8,2,12,2_vs_12,0,1328,1281
2002,4,Elite 8,1,2,1_vs_2,0,1242,1332
2002,4,Elite 8,1,2,1_vs_2,0,1268,1163
2002,5,Final Four,5,2,2_vs_5,1,1231,1328
2002,5,Final Four,1,1,1_vs_1,0,1268,1242
2002,6,Championship,1,5,1_vs_5,0,1268,1231
2003,1,Round of 64,1,16,1_vs_16,0,1112,1436
2003,1,Round of 64,10,7,7_vs_10,1,1113,1272
2003,1,Round of 64,11,6,6_vs_11,1,1141,1166
2003,1,Round of 64,8,9,8_vs_9,0,1143,1301
2003,1,Round of 64,5,12,5_vs_12,0,1163,1140
2003,1,Round of 64,3,14,3_vs_14,0,1181,1161
2003,1,Round of 64,9,8,8_vs_9,0,1211,1153
2003,1,Round of 64,4,13,4_vs_13,0,1228,1443
2003,1,Round of 64,2,15,2_vs_15,0,1242,1429
2003,1,Round of 64,3,14,3_vs_14,0,1266,1221
2003,1,Round of 64,6,11,6_vs_11,0,1281,1356
2003,1,Round of 64,5,12,5_vs_12,0,1323,1454
2003,1,Round of 64,1,16,1_vs_16,0,1328,1354
2003,1,Round of 64,4,13,4_vs_13,0,1390,1360
2003,1,Round of 64,13,4,4_vs_13,1,1409,1173
2003,1,Round of 64,5,12,5_vs_12,0,1458,1451
2003,1,Round of 64,10,7,7_vs_10,1,1120,1386
2003,1,Round of 64,12,5,5_vs_12,1,1139,1280
2003,1,Round of 64,2,15,2_vs_15,0,1196,1358
2003,1,Round of 64,7,10,7_vs_10,0,1231,1104
2003,1,Round of 64,1,16,1_vs_16,0,1246,1237
2003,1,Round of 64,4,13,4_vs_13,0,1257,1122
2003,1,Round of 64,6,11,6_vs_11,0,1268,1423
2003,1,Round of 64,7,10,7_vs_10,0,1277,1160
2003,1,Round of 64,6,11,6_vs_11,0,1329,1335
2003,1,Round of 64,2,15,2_vs_15,0,1338,1447
2003,1,Round of 64,9,8,8_vs_9,0,1345,1261
2003,1,Round of 64,3,14,3_vs_14,0,1393,1264
2003,1,Round of 64,1,16,1_vs_16,0,1400,1421
2003,1,Round of 64,9,8,8_vs_9,0,1428,1332
2003,1,Round of 64,2,15,2_vs_15,0,1448,1190
2003,1,Round of 64,3,14,3_vs_14,0,1462,1407
2003,2,Round of 32,1,9,1_vs_9,0,1112,1211
2003,2,Round of 32,5,4,4_vs_5,1,1163,1390
2003,2,Round of 32,3,11,3_vs_11,0,1181,1141
2003,2,Round of 32,2,10,2_vs_10,0,1242,1113
2003,2,Round of 32,3,6,3_vs_6,0,1266,1281
2003,2,Round of 32,5,4,4_vs_5,1,1323,1228
2003,2,Round of 32,1,8,1_vs_8,0,1328,1143
2003,2,Round of 32,5,13,5_vs_13,0,1458,1409
2003,2,Round of 32,10,2,2_vs_10,1,1120,1448
2003,2,Round of 32,12,4,4_vs_12,1,1139,1257
2003,2,Round of 32,1,9,1_vs_9,0,1246,1428
2003,2,Round of 32,6,3,3_vs_6,1,1268,1462
2003,2,Round of 32,7,2,2_vs_7,1,1277,1196
2003,2,Round of 32,2,7,2_vs_7,0,1338,1231
2003,2,Round of 32,3,6,3_vs_6,0,1393,1329
2003,2,Round of 32,1,9,1_vs_9,0,1400,1345
2003,3,Sweet 16,1,5,1_vs_5,0,1112,1323
2003,3,Sweet 16,2,3,2_vs_3,0,1242,1181
2003,3,Sweet 16,1,5,1_vs_5,0,1246,1458
2003,3,Sweet 16,3,2,2_vs_3,1,1266,1338
2003,3,Sweet 16,7,6,6_vs_7,1,1277,1268
2003,3,Sweet 16,1,12,1_vs_12,0,1328,1139
2003,3,Sweet 16,3,10,3_vs_10,0,1393,1120
2003,3,Sweet 16,1,5,1_vs_5,0,1400,1163
2003,4,Elite 8,2,1,1_vs_2,1,1242,1112
2003,4,Elite 8,3,1,1_vs_3,1,1266,1246
2003,4,Elite 8,3,1,1_vs_3,1,1393,1328
2003,4,Elite 8,1,7,1_vs_7,0,1400,1277
2003,5,Final Four,2,3,2_vs_3,0,1242,1266
2003,5,Final Four,3,1,1_vs_3,1,1393,1400
2003,6,Championship,3,2,2_vs_3,1,1393,1242
2004,1,Round of 64,8,9,8_vs_9,0,1104,1356
2004,1,Round of 64,2,15,2_vs_15,0,1163,1436
2004,1,Round of 64,7,10,7_vs_10,0,1177,1173
2004,1,Round of 64,1,16,1_vs_16,0,1181,1106
2004,1,Round of 64,2,15,2_vs_15,0,1211,1434
2004,1,Round of 64,12,5,5_vs_12,1,1264,1196
2004,1,Round of 64,4,13,4_vs_13,0,1268,1431
2004,1,Round of 64,10,7,7_vs_10,1,1305,1277
2004,1,Round of 64,6,11,6_vs_11,0,1314,1102
2004,1,Round of 64,8,9,8_vs_9,0,1371,1112
2004,1,Round of 64,1,16,1_vs_16,0,1386,1251
2004,1,Round of 64,1,16,1_vs_16,0,1390,1427
2004,1,Round of 64,5,12,5_vs_12,0,1393,1140
2004,1,Round of 64,3,14,3_vs_14,0,1400,1343
2004,1,Round of 64,8,9,8_vs_9,0,1403,1150
2004,1,Round of 64,4,13,4_vs_13,0,1448,1433
2004,1,Round of 64,6,11,6_vs_11,0,1130,1428
2004,1,Round of 64,4,13,4_vs_13,0,1153,1190
2004,1,Round of 64,3,14,3_vs_14,0,1210,1320
2004,1,Round of 64,5,12,5_vs_12,0,1228,1293
2004,1,Round of 64,4,13,4_vs_13,0,1242,1227
2004,1,Round of 64,1,16,1_vs_16,0,1246,1197
2004,1,Round of 64,7,10,7_vs_10,0,1272,1376
2004,1,Round of 64,2,15,2_vs_15,0,1280,1284
2004,1,Round of 64,3,14,3_vs_14,0,1301,1418
2004,1,Round of 64,2,15,2_vs_15,0,1329,1186
2004,1,Round of 64,12,5,5_vs_12,1,1334,1344
2004,1,Round of 64,3,14,3_vs_14,0,1338,1416
2004,1,Round of 64,9,8,8_vs_9,0,1412,1449
2004,1,Round of 64,6,11,6_vs_11,0,1435,1444
2004,1,Round of 64,6,11,6_vs_11,0,1458,1350
2004,1,Round of 64,7,10,7_vs_10,0,1462,1257
2004,2,Round of 32,8,1,1_vs_8,1,1104,1390
2004,2,Round of 32,2,7,2_vs_7,0,1163,1177
2004,2,Round of 32,1,8,1_vs_8,0,1181,1371
2004,2,Round of 32,10,2,2_vs_10,1,1305,1211
2004,2,Round of 32,1,8,1_vs_8,0,1386,1403
2004,2,Round of 32,5,4,4_vs_5,1,1393,1268
2004,2,Round of 32,3,6,3_vs_6,0,1400,1314
2004,2,Round of 32,4,12,4_vs_12,0,1448,1264
2004,2,Round of 32,3,6,3_vs_6,0,1210,1130
2004,2,Round of 32,5,4,4_vs_5,1,1228,1153
2004,2,Round of 32,4,12,4_vs_12,0,1242,1334
2004,2,Round of 32,2,7,2_vs_7,0,1329,1272
2004,2,Round of 32,3,6,3_vs_6,0,1338,1458
2004,2,Round of 32,9,1,1_vs_9,1,1412,1246
2004,2,Round of 32,6,3,3_vs_6,1,1435,1301
2004,2,Round of 32,7,2,2_vs_7,1,1462,1280
2004,3,Sweet 16,8,5,5_vs_8,1,1104,1393
2004,3,Sweet 16,2,6,2_vs_6,0,1163,1435
2004,3,Sweet 16,2,3,2_vs_3,0,1329,1338
2004,3,Sweet 16,1,4,1_vs_4,0,1386,1448
2004,3,Sweet 16,1,5,1_vs_5,0,1181,1228
2004,3,Sweet 16,3,10,3_vs_10,0,1210,1305
2004,3,Sweet 16,4,9,4_vs_9,0,1242,1412
2004,3,Sweet 16,7,3,3_vs_7,1,1462,1400
2004,4,Elite 8,2,8,2_vs_8,0,1163,1104
2004,4,Elite 8,2,1,1_vs_2,1,1329,1386
2004,4,Elite 8,1,7,1_vs_7,0,1181,1462
2004,4,Elite 8,3,4,3_vs_4,0,1210,1242
2004,5,Final Four,2,1,1_vs_2,1,1163,1181
2004,5,Final Four,3,2,2_vs_3,1,1210,1329
2004,6,Championship,2,3,2_vs_3,0,1163,1210
2005,1,Round of 64,3,14,3_vs_14,0,1112,1429
2005,1,Round of 64,4,13,4_vs_13,0,1130,1335
2005,1,Round of 64,7,10,7_vs_10,0,1153,1234
2005,1,Round of 64,3,14,3_vs_14,0,1211,1457
2005,1,Round of 64,1,16,1_vs_16,0,1228,1192
2005,1,Round of 64,2,15,2_vs_15,0,1246,1184
2005,1,Round of 64,9,8,8_vs_9,0,1305,1400
2005,1,Round of 64,3,14,3_vs_14,0,1328,1310
2005,1,Round of 64,8,9,8_vs_9,0,1334,1338
2005,1,Round of 64,6,11,6_vs_11,0,1403,1417
2005,1,Round of 64,11,6,6_vs_11,1,1412,1261
2005,1,Round of 64,6,11,6_vs_11,0,1428,1431
2005,1,Round of 64,2,15,2_vs_15,0,1448,1151
2005,1,Round of 64,1,16,1_vs_16,0,1449,1285
2005,1,Round of 64,7,10,7_vs_10,0,1452,1166
2005,1,Round of 64,12,5,5_vs_12,1,1454,1104
2005,1,Round of 64,14,3,3_vs_14,1,1137,1242
2005,1,Round of 64,2,15,2_vs_15,0,1163,1416
2005,1,Round of 64,1,16,1_vs_16,0,1181,1175
2005,1,Round of 64,4,13,4_vs_13,0,1196,1325
2005,1,Round of 64,5,12,5_vs_12,0,1210,1203
2005,1,Round of 64,9,8,8_vs_9,0,1235,1278
2005,1,Round of 64,4,13,4_vs_13,0,1257,1418
2005,1,Round of 64,5,12,5_vs_12,0,1277,1330
2005,1,Round of 64,9,8,8_vs_9,0,1280,1390
2005,1,Round of 64,10,7,7_vs_10,1,1301,1150
2005,1,Round of 64,1,16,1_vs_16,0,1314,1324
2005,1,Round of 64,2,15,2_vs_15,0,1329,1368
2005,1,Round of 64,7,10,7_vs_10,0,1356,1388
2005,1,Round of 64,13,4,4_vs_13,1,1436,1393
2005,1,Round of 64,5,12,5_vs_12,0,1437,1307
2005,1,Round of 64,6,11,6_vs_11,0,1458,1320
2005,2,Round of 32,3,11,3_vs_11,0,1112,1412
2005,2,Round of 32,1,9,1_vs_9,0,1228,1305
2005,2,Round of 32,2,7,2_vs_7,0,1246,1153
2005,2,Round of 32,6,3,3_vs_6,1,1403,1211
2005,2,Round of 32,6,3,3_vs_6,1,1428,1328
2005,2,Round of 32,1,8,1_vs_8,0,1449,1334
2005,2,Round of 32,7,2,2_vs_7,1,1452,1448
2005,2,Round of 32,12,4,4_vs_12,1,1454,1130
2005,2,Round of 32,1,9,1_vs_9,0,1181,1280
2005,2,Round of 32,4,5,4_vs_5,0,1257,1210
2005,2,Round of 32,5,13,5_vs_13,0,1277,1436
2005,2,Round of 32,10,2,2_vs_10,1,1301,1163
2005,2,Round of 32,1,9,1_vs_9,0,1314,1235
2005,2,Round of 32,2,7,2_vs_7,0,1329,1356
2005,2,Round of 32,5,4,4_vs_5,1,1437,1196
2005,2,Round of 32,6,14,6_vs_14,0,1458,1137
2005,3,Sweet 16,3,2,2_vs_3,1,1112,1329
2005,3,Sweet 16,1,12,1_vs_12,0,1228,1454
2005,3,Sweet 16,4,1,1_vs_4,1,1257,1449
2005,3,Sweet 16,7,6,6_vs_7,1,1452,1403
2005,3,Sweet 16,2,6,2_vs_6,0,1246,1428
2005,3,Sweet 16,5,1,1_vs_5,1,1277,1181
2005,3,Sweet 16,1,5,1_vs_5,0,1314,1437
2005,3,Sweet 16,6,10,6_vs_10,0,1458,1301
2005,4,Elite 8,1,3,1_vs_3,0,1228,1112
2005,4,Elite 8,4,7,4_vs_7,0,1257,1452
2005,4,Elite 8,5,2,2_vs_5,1,1277,1246
2005,4,Elite 8,1,6,1_vs_6,0,1314,1458
2005,5,Final Four,1,4,1_vs_4,0,1228,1257
2005,5,Final Four,1,5,1_vs_5,0,1314,1277
2005,6,Championship,1,1,1_vs_1,0,1314,1228
2006,1,Round of 64,10,7,7_vs_10,1,1104,1266
2006,1,Round of 64,4,13,4_vs_13,0,1130,1334
2006,1,Round of 64,1,16,1_vs_16,0,1181,1380
2006,1,Round of 64,3,14,3_vs_14,0,1196,1375
2006,1,Round of 64,8,9,8_vs_9,0,1203,1423
2006,1,Round of 64,3,14,3_vs_14,0,1211,1462
2006,1,Round of 64,4,13,4_vs_13,0,1228,1102
2006,1,Round of 64,6,11,6_vs_11,0,1231,1361
2006,1,Round of 64,4,13,4_vs_13,0,1261,1233
2006,1,Round of 64,12,5,5_vs_12,1,1285,1305
2006,1,Round of 64,2,15,2_vs_15,0,1397,1457
2006,1,Round of 64,12,5,5_vs_12,1,1401,1393
2006,1,Round of 64,2,15,2_vs_15,0,1417,1125
2006,1,Round of 64,5,12,5_vs_12,0,1449,1429
2006,1,Round of 64,11,6,6_vs_11,1,1454,1328
2006,1,Round of 64,7,10,7_vs_10,0,1455,1371
2006,1,Round of 64,8,9,8_vs_9,0,1112,1458
2006,1,Round of 64,13,4,4_vs_13,1,1133,1242
2006,1,Round of 64,9,8,8_vs_9,0,1137,1116
2006,1,Round of 64,1,16,1_vs_16,0,1163,1107
2006,1,Round of 64,11,6,6_vs_11,1,1206,1277
2006,1,Round of 64,7,10,7_vs_10,0,1207,1320
2006,1,Round of 64,8,9,8_vs_9,0,1246,1412
2006,1,Round of 64,1,16,1_vs_16,0,1272,1331
2006,1,Round of 64,10,7,7_vs_10,1,1301,1143
2006,1,Round of 64,3,14,3_vs_14,0,1314,1293
2006,1,Round of 64,14,3,3_vs_14,1,1322,1234
2006,1,Round of 64,2,15,2_vs_15,0,1326,1172
2006,1,Round of 64,5,12,5_vs_12,0,1338,1245
2006,1,Round of 64,2,15,2_vs_15,0,1400,1335
2006,1,Round of 64,1,16,1_vs_16,0,1437,1284
2006,1,Round of 64,6,11,6_vs_11,0,1452,1356
2006,2,Round of 32,4,12,4_vs_12,0,1130,1285
2006,2,Round of 32,1,8,1_vs_8,0,1181,1203
2006,2,Round of 32,3,11,3_vs_11,0,1196,1454
2006,2,Round of 32,3,6,3_vs_6,0,1211,1231
2006,2,Round of 32,4,12,4_vs_12,0,1261,1401
2006,2,Round of 32,2,10,2_vs_10,0,1417,1104
2006,2,Round of 32,5,4,4_vs_5,1,1449,1228
2006,2,Round of 32,7,2,2_vs_7,1,1455,1397
2006,2,Round of 32,13,5,5_vs_13,1,1133,1338
2006,2,Round of 32,1,8,1_vs_8,0,1163,1246
2006,2,Round of 32,11,3,3_vs_11,1,1206,1314
2006,2,Round of 32,7,2,2_vs_7,1,1207,1326
2006,2,Round of 32,1,9,1_vs_9,0,1272,1137
2006,2,Round of 32,2,10,2_vs_10,0,1400,1301
2006,2,Round of 32,1,8,1_vs_8,0,1437,1112
2006,2,Round of 32,6,14,6_vs_14,0,1452,1322
2006,3,Sweet 16,4,1,1_vs_4,1,1261,1181
2006,3,Sweet 16,1,13,1_vs_13,0,1272,1133
2006,3,Sweet 16,2,6,2_vs_6,0,1400,1452
2006,3,Sweet 16,2,3,2_vs_3,0,1417,1211
2006,3,Sweet 16,1,5,1_vs_5,0,1163,1449
2006,3,Sweet 16,3,7,3_vs_7,0,1196,1207
2006,3,Sweet 16,11,7,7_vs_11,1,1206,1455
2006,3,Sweet 16,1,4,1_vs_4,0,1437,1130
2006,4,Elite 8,4,2,2_vs_4,1,1261,1400
2006,4,Elite 8,2,1,1_vs_2,1,1417,1272
2006,4,Elite 8,3,1,1_vs_3,1,1196,1437
2006,4,Elite 8,11,1,1_vs_11,1,1206,1163
2006,5,Final Four,3,11,3_vs_11,0,1196,1206
2006,5,Final Four,2,4,2_vs_4,0,1417,1261
2006,6,Championship,3,2,2_vs_3,1,1196,1417
2007,1,Round of 64,7,10,7_vs_10,0,1130,1403
2007,1,Round of 64,5,12,5_vs_12,0,1139,1330
2007,1,Round of 64,2,15,2_vs_15,0,1207,1125
2007,1,Round of 64,7,10,7_vs_10,0,1231,1211
2007,1,Round of 64,6,11,6_vs_11,0,1257,1390
